	F	order
F_07813	PGau	2
F_07814	PGau	2
F_07815	PGau	2
F_07816	PGau	4
F_07817	PGau	2
F_07818	PGau	3
F_07819	PGau	3
F_07820	PGau	4
F_07821	PGau	4
F_07822	PGau	3
F_07823	PGau	4
F_07824	PGau	4
F_07825	PGau	5
F_07826	PGau	5
F_07827	PGau	5
F_07828	PGau	4
F_07829	PGau	2
F_07830	PGau	5
F_07831	PGau	1
F_07832	PGau	3
F_07833	PGau	3
F_07834	PGau	0
F_07835	PGau	4
F_07836	PGau	4
F_07837	PGau	1
F_07838	PGau	2
F_07839	PGau	2
F_07840	PGau	4
F_07841	PGau	1
F_07842	PGau	5
F_07843	PGau	3
F_07844	PGau	4
F_07845	PGau	4
F_07846	PGau	5
F_07847	PGau	3
F_07848	PGau	5
F_07849	PGau	1
F_07850	PGau	0
F_07851	PGau	1
F_07852	PGau	2
F_07853	PGau	2
F_07854	PGau	0
F_07855	PGau	5
F_07856	PGau	0
F_07857	PGau	5
F_07858	PGau	1
F_07859	PGau	1
F_07860	PGau	0
F_07861	PGau	0
F_07862	PGau	4
F_07863	PGau	0
F_07864	PGau	2
F_07865	PGau	0
F_07866	PGau	4
F_07867	PGau	1
F_07868	PGau	4
F_07869	PGau	2
F_07870	PGau	0
F_07871	PGau	2
F_07872	PGau	5
F_07873	PGau	4
F_07874	PGau	5
F_07875	PGau	1
F_07876	PGau	4
F_07877	PGau	4
F_07878	PGau	1
F_07879	PGau	2
F_07880	PGau	2
F_07881	PGau	3
F_07882	PGau	2
F_07883	PGau	5
F_07884	PGau	0
F_07885	PGau	3
F_07886	PGau	1
F_07887	PGau	0
F_07888	PGau	3
F_07889	PGau	4
F_07890	PGau	4
F_07891	PGau	1
F_07892	PGau	0
F_07893	PGau	2
F_07894	PGau	4
F_07895	PGau	4
F_07896	PGau	2
F_07897	PGau	3
F_07898	PGau	3
F_07899	PGau	5
F_07900	PGau	3
F_07901	PGau	1
F_07902	PGau	0
F_07903	PGau	5
F_07904	PGau	1
F_07905	PGau	5
F_07906	PGau	3
F_07907	PGau	0
F_07908	PGau	3
F_07909	PGau	1
F_07910	PGau	3
F_07911	PGau	2
F_07912	PGau	5
F_07913	PGau	5
F_07914	PGau	5
F_07915	PGau	3
F_07916	PGau	1
F_07917	PGau	1
F_07918	PGau	0
F_07919	PGau	1
F_07920	PGau	5
F_07921	PGau	5
F_07922	PGau	2
F_07923	PGau	5
F_07924	PGau	3
F_07925	PGau	0
F_07926	PGau	1
F_07927	PGau	0
F_07928	PGau	2
F_07929	PGau	3
F_07930	PGau	2
F_07931	PGau	0
F_07932	PGau	2
F_07933	PGau	4
F_07934	PGau	2
F_07935	PGau	3
F_07936	PGau	2
F_07937	PGau	2
F_07938	PGau	4
F_07939	PGau	0
F_07940	PGau	0
F_07941	PGau	5
F_07942	PGau	4
F_07943	PGau	3
F_07944	PGau	2
F_07945	PGau	0
F_07946	PGau	2
F_07947	PGau	0
F_07948	PGau	1
F_07949	PGau	2
F_07950	PGau	2
F_07951	PGau	2
F_07952	PGau	4
F_07953	PGau	2
F_07954	PGau	2
F_07955	PGau	1
F_07956	PGau	5
F_07957	PGau	1
F_07958	PGau	0
F_07959	PGau	2
F_07960	PGau	3
F_07961	PGau	0
F_07962	PGau	3
F_07963	PGau	4
F_07964	PGau	3
F_07965	PGau	0
F_07966	PGau	3
F_07967	PGau	0
F_07968	PGau	3
F_07969	PGau	3
F_07970	PGau	0
F_07971	PGau	1
F_07972	PGau	4
F_07973	PGau	4
F_07974	PGau	4
F_07975	PGau	3
F_07976	PGau	5
F_07977	PGau	4
F_07978	PGau	2
F_07979	PGau	3
F_07980	PGau	5
F_07981	PGau	0
F_07982	PGau	2
F_07983	PGau	3
F_07984	PGau	0
F_07985	PGau	3
F_07986	PGau	1
F_07987	PGau	2
F_07988	PGau	0
F_07989	PGau	0
F_07990	PGau	1
F_07991	PGau	2
F_07992	PGau	2
F_07993	PGau	0
F_07994	PGau	2
F_07995	PGau	3
F_07996	PGau	0
F_07997	PGau	4
F_07998	PGau	5
F_07999	PGau	3
